,avg sojourn time,p of rejection
0,0.5526664978860713,0.275965
1,1.9997870380207408,0.330746
2,2.9950095007410495,0.25008
3,3.991018994061465,0.200928
4,4.983521893686919,0.16789
5,5.971184169334493,0.143778
