,avg sojourn time,p of rejection
0,0.5101327767503796,0.255047
1,1.6192684058010327,0.239532
2,2.2850186916072666,0.151051
3,2.8723890132115066,0.10123
4,3.393276524579001,0.070764
5,3.8120628267107297,0.050143
